Anho,Ciclo,Idalumno,Cod.Car.Sec,Avandono,CantidadMaterias
2021,1,1729,CIV-PLS13 ,0,5
2021,2,1729,CIV-PLS13 ,0,6
2022,1,1729,CIV-PLS13 ,0,6
2016,2,1730,IND-PLS13 ,0,5
2017,2,1730,IND-PLS13 ,0,5
2017,2,1731,IND-PLS13 ,0,4
2016,2,1735,CIV-PLS13 ,0,6
2019,2,1737,CIV-PLS13 ,0,5
2016,2,1738,CIV-PLS13 ,1,5
2019,2,1740,IND-PLS13 ,0,5
2017,2,1741,MCT-PLS13 ,0,5
2021,1,1744,CIV-PLS13 ,0,4
2017,2,1745,ELE-PLS13 ,0,5
2022,1,1748,CIV-PLS13 ,1,3
2022,2,1748,CIV-PLS13 ,1,4
2017,2,1749,IND-PLS13 ,0,3
2019,2,1750,CIV-PLS13 ,0,6
2019,2,1751,CIV-PLS13 ,0,6
2016,2,1752,MCT-PLS13 ,0,5
2019,2,1753,CIV-PLS13 ,0,6
2021,2,1755,ELE-PLS13 ,1,5
2022,1,1755,ELE-PLS13 ,0,4
2022,2,1755,ELE-PLS13 ,0,3
2019,2,1758,CIV-PLS13 ,0,6
2017,2,1759,IND-PLS13 ,1,4
2019,2,1760,CIV-PLS13 ,0,6
2019,2,1762,CIV-PLS13 ,0,7
2020,1,1762,CIV-PLS13 ,0,5
2022,1,1764,MCT-PLS13 ,1,4
2022,2,1764,MCT-PLS13 ,1,4
2016,2,1765,ELE-PLS13 ,0,5
2021,2,1766,ELE-PLS13 ,1,5
2022,1,1766,ELE-PLS13 ,1,4
2022,1,1770,CIV-PLS13 ,1,8
2022,2,1770,CIV-PLS13 ,1,7
2016,2,1771,CIV-PLS13 ,0,3
2017,2,1771,IND-PLS13 ,0,4
2018,1,1771,IND-PLS13 ,0,6
2019,2,1774,MCT-PLS13 ,0,5
2017,2,1775,MCT-PLS13 ,0,5
2018,2,1778,CIV-PLS13 ,0,6
2018,2,1779,CIV-PLS13 ,0,6
2021,2,1780,CIV-PLS13 ,1,5
2022,1,1780,CIV-PLS13 ,0,6
2018,2,1787,CIV-PLS13 ,0,6
2019,2,1789,ELE-PLS13 ,0,5
2020,1,1790,CIV-PLS13 ,0,5
2016,2,1791,CIV-PLS13 ,0,5
2016,2,1794,CIV-PLS13 ,0,6
2017,2,1794,CIV-PLS13 ,0,4
2016,2,1795,CIV-PLS13 ,0,6
2018,2,1797,CIV-PLS13 ,0,5
2019,1,1797,CIV-PLS13 ,0,6
2020,1,1799,MCT-PLS13 ,0,6
2018,2,1800,MCT-PLS13 ,0,4
2020,1,1800,MCT-PLS13 ,0,4
2019,2,1801,ELE-PLS13 ,0,5
2018,2,1802,IND-PLS13 ,0,5
2021,2,1803,MCT-PLS13 ,1,6
2019,2,1804,CIV-PLS13 ,0,6
2020,1,1804,CIV-PLS13 ,0,4
2016,2,1806,IND-PLS13 ,0,4
2018,2,1806,IND-PLS13 ,0,4
2017,2,1810,CIV-PLS13 ,1,5
2018,1,1810,CIV-PLS13 ,0,5
2018,2,1810,CIV-PLS13 ,0,5
2018,2,1811,MCT-PLS13 ,0,6
2018,2,1814,ELE-PLS13 ,0,5
2018,2,1815,ELE-PLS13 ,1,5
2021,1,1815,ELE-PLS13 ,1,5
2021,2,1815,ELE-PLS13 ,0,6
2022,1,1815,ELE-PLS13 ,0,5
2022,2,1815,ELE-PLS13 ,0,4
2017,2,1816,CIV-PLS13 ,0,6
2021,2,1817,IND-PLS13 ,1,5
2022,1,1817,IND-PLS13 ,1,5
2022,2,1817,IND-PLS13 ,1,5
2018,2,1818,IND-PLS13 ,0,5
2017,2,1819,IND-PLS13 ,0,5
2017,2,1821,MCT-PLS13 ,0,5
2021,2,1823,CIV-PLS13 ,1,8
2022,2,1823,CIV-PLS13 ,1,5
2022,2,1825,ELE-PLS13 ,0,4
2016,2,1826,IND-PLS13 ,1,5
2017,2,1826,IND-PLS13 ,0,4
2018,2,1828,CIV-PLS13 ,0,6
2021,2,1831,CIV-PLS13 ,1,8
2022,1,1831,CIV-PLS13 ,0,7
2022,2,1831,CIV-PLS13 ,1,5
2018,2,1833,ELE-PLS13 ,0,5
2018,2,1834,ELE-PLS13 ,0,4
2016,2,1835,CIV-PLS13 ,0,6
2022,2,1838,CIV-PLS13 ,1,4
2020,1,1839,IND-PLS13 ,0,4
2018,2,1840,CGF-PLS13 ,0,6
2019,2,1840,CGF-PLS13 ,0,6
2019,2,1843,CIV-PLS13 ,0,6
2020,1,1843,CIV-PLS13 ,0,5
2021,1,1843,CIV-PLS13 ,1,5
2019,2,1847,CIV-PLS13 ,0,6
2016,2,1848,CIV-PLS13 ,1,6
2018,2,1848,CIV-PLS13 ,1,4
2019,2,1848,CIV-PLS13 ,1,6
2020,1,1848,CIV-PLS13 ,0,6
2021,1,1848,CIV-PLS13 ,1,6
2021,2,1848,CIV-PLS13 ,1,5
2022,1,1848,CIV-PLS13 ,0,5
2022,2,1848,CIV-PLS13 ,1,6
2018,2,1849,CIV-PLS13 ,1,5
2022,2,1849,CIV-PLS13 ,0,6
2016,2,1850,CIV-PLS13 ,0,5
2017,2,1850,MEC-PLS13 ,0,4
2018,1,1850,MEC-PLS13 ,0,7
2018,2,1850,MEC-PLS13 ,1,8
2019,1,1850,MEC-PLS13 ,1,7
2019,2,1850,MEC-PLS13 ,0,6
2021,1,1850,MEC-PLS13 ,0,6
2022,1,1850,MEC-PLS13 ,0,7
2022,2,1850,MEC-PLS13 ,0,8
2021,1,1852,ELE-PLS13 ,1,6
2021,2,1852,ELE-PLS13 ,1,6
2022,1,1852,ELE-PLS13 ,1,5
2022,2,1852,ELE-PLS13 ,1,5
2020,1,1853,CIV-PLS13 ,0,6
2021,1,1853,CIV-PLS13 ,1,7
2021,2,1853,CIV-PLS13 ,0,8
2022,1,1853,CIV-PLS13 ,1,7
2022,2,1853,CGF-PLS13 ,0,6
2021,1,1854,ELE-PLS13 ,0,4
2018,2,1855,MCT-PLS13 ,0,6
2020,1,1856,CIV-PLS13 ,0,4
2017,2,1859,CIV-PLS13 ,0,4
2016,2,1861,ELE-PLS13 ,0,5
2019,2,1863,ELE-PLS13 ,0,5
2022,1,1864,MCT-PLS13 ,0,5
2022,2,1864,MCT-PLS13 ,0,4
2019,2,1865,MCT-PLS13 ,0,5
2020,1,1867,ELE-PLS13 ,0,4
2016,2,1868,CIV-PLS13 ,0,6
2017,2,1868,CIV-PLS13 ,0,6
2020,1,1870,CGF-PLS13 ,0,4
2021,1,1870,CGF-PLS13 ,0,6
2016,2,1873,MCT-PLS13 ,0,5
2021,2,1875,ELE-PLS13 ,1,7
2022,1,1875,ELE-PLS13 ,1,6
2022,2,1875,ELE-PLS13 ,1,5
2019,2,1876,CIV-PLS13 ,1,6
2020,1,1876,CIV-PLS13 ,1,5
2021,1,1876,CIV-PLS13 ,1,5
2021,2,1876,CIV-PLS13 ,1,4
2022,2,1876,CIV-PLS13 ,0,6
2016,2,1877,ECA-PLS13 ,0,5
2017,2,1877,ECA-PLS13 ,0,4
2020,1,1879,CIV-PLS13 ,0,4
2022,2,1880,CGF-PLS13 ,0,4
2021,2,1881,MCT-PLS13 ,0,5
2022,1,1881,MCT-PLS13 ,0,5
2022,2,1881,MCT-PLS13 ,1,3
2016,2,1882,ELE-PLS13 ,0,4
2022,2,1885,MCT-PLS13 ,0,4
2017,2,1886,MCT-PLS13 ,0,5
2016,2,1887,MEC-PLS13 ,0,5
2022,2,1889,CIV-PLS13 ,1,6
2018,2,1890,MEC-PLS13 ,0,5
2017,2,1892,IND-PLS13 ,0,5
2016,2,1893,CIV-PLS13 ,0,6
2017,2,1893,CIV-PLS13 ,0,7
2017,2,1894,CIV-PLS13 ,0,4
2021,2,1896,MCT-PLS13 ,1,5
2022,1,1896,MCT-PLS13 ,0,5
2022,2,1896,MCT-PLS13 ,0,7
2016,2,1897,MEC-PLS13 ,0,8
2017,2,1898,CIV-PLS13 ,0,4
2018,2,1898,CIV-PLS13 ,0,5
2017,2,1899,MEC-PLS13 ,0,6
2018,1,1899,MEC-PLS13 ,0,6
2018,2,1899,MEC-PLS13 ,0,3
2021,1,1901,CIV-PLS13 ,0,5
2021,2,1904,IND-PLS13 ,0,4
2022,1,1904,IND-PLS13 ,0,4
2020,1,1905,IND-PLS13 ,0,5
2020,1,1906,CIV-PLS13 ,0,5
2018,2,1907,CIV-PLS13 ,0,6
2019,2,1907,CIV-PLS13 ,0,5
2017,2,1910,CIV-PLS13 ,0,6
2018,1,1910,CIV-PLS13 ,0,5
2021,2,1911,CIV-PLS13 ,0,6
2019,2,1912,MCT-PLS13 ,0,3
2020,1,1913,ELE-PLS13 ,0,4
2021,1,1913,ELE-PLS13 ,0,6
2016,2,1914,ELE-PLS13 ,0,6
2017,2,1914,ELE-PLS13 ,0,4
2017,2,1916,CIV-PLS13 ,0,5
2021,1,1917,MCT-PLS13 ,0,6
2017,2,1919,CGF-PLS13 ,0,5
2018,2,1920,ELE-PLS13 ,0,5
2017,2,1921,ELE-PLS13 ,0,4
2018,1,1921,ELE-PLS13 ,0,4
2018,2,1921,ELE-PLS13 ,0,6
2019,1,1921,ELE-PLS13 ,0,5
2019,2,1921,ELE-PLS13 ,1,6
2020,1,1921,ELE-PLS13 ,0,6
2021,1,1921,ELE-PLS13 ,1,7
2021,2,1921,ELE-PLS13 ,1,6
2022,1,1921,ELE-PLS13 ,0,4
2022,2,1921,ELE-PLS13 ,1,4
2016,2,1922,ELE-PLS13 ,0,5
2019,2,1923,MCT-PLS13 ,0,5
2018,2,1925,CIV-PLS13 ,0,4
2019,2,1925,CIV-PLS13 ,0,6
2017,2,1926,CIV-PLS13 ,0,3
2021,1,1927,CIV-PLS13 ,0,7
2021,2,1927,CIV-PLS13 ,0,7
2021,2,1928,CIV-PLS13 ,1,7
2022,1,1928,CIV-PLS13 ,1,6
2022,2,1928,CIV-PLS13 ,1,5
2016,2,1929,MCT-PLS13 ,0,6
2017,2,1929,MCT-PLS13 ,0,4
2017,2,1930,CIV-PLS13 ,0,7
2018,1,1930,CIV-PLS13 ,0,6
2017,2,1932,ELE-PLS13 ,0,5
2021,2,1933,IND-PLS13 ,0,6
2022,1,1933,IND-PLS13 ,0,6
2022,2,1933,IND-PLS13 ,1,4
2021,1,1935,ELE-PLS13 ,1,4
2021,2,1935,ELE-PLS13 ,0,6
2022,1,1935,ELE-PLS13 ,1,4
2016,2,1938,IND-PLS13 ,0,5
2021,2,1939,CIV-PLS13 ,0,6
2022,1,1939,CIV-PLS13 ,0,6
2022,1,1940,ELE-PLS13 ,1,6
2016,2,1941,CIV-PLS13 ,0,6
2022,2,1943,ELE-PLS13 ,1,4
2019,2,1944,CIV-PLS13 ,0,6
2021,1,1945,ELE-PLS13 ,0,5
2022,1,1947,ECA-PLS13 ,1,5
2022,2,1947,ECA-PLS13 ,1,3
2019,2,1949,CIV-PLS13 ,0,7
2021,1,1950,CIV-PLS13 ,1,6
2021,2,1950,CIV-PLS13 ,1,5
2022,1,1950,CIV-PLS13 ,0,7
2022,2,1950,CIV-PLS13 ,1,6
2018,2,1954,IND-PLS13 ,0,5
2019,1,1954,IND-PLS13 ,0,4
2020,1,1955,ELE-PLS13 ,0,5
2021,1,1955,ELE-PLS13 ,0,6
2017,2,1957,ELE-PLS13 ,0,5
2019,2,1959,CIV-PLS13 ,0,6
2017,2,1961,ECA-PLS13 ,0,5
2021,1,1964,MCT-PLS13 ,0,5
2019,2,1965,CIV-PLS13 ,1,6
2020,1,1965,CIV-PLS13 ,0,6
2021,1,1965,CIV-PLS13 ,0,5
2017,2,1966,CIV-PLS13 ,0,6
2018,2,1969,CIV-PLS13 ,0,6
2017,2,1971,ELE-PLS13 ,0,5
2018,1,1971,ELE-PLS13 ,0,5
2017,2,1973,ELE-PLS13 ,0,4
2021,1,1975,CIV-PLS13 ,0,7
2021,2,1975,CIV-PLS13 ,0,5
2022,1,1975,CIV-PLS13 ,0,5
2022,2,1980,ELE-PLS13 ,1,4
2019,2,1981,ELE-PLS13 ,0,5
2021,2,1982,CGF-PLS13 ,1,8
2022,1,1982,CGF-PLS13 ,0,8
2020,1,1983,CIV-PLS13 ,0,5
2017,2,1984,IND-PLS13 ,0,5
2022,1,1985,ELE-PLS13 ,0,6
2022,2,1985,ELE-PLS13 ,0,5
2017,2,1986,ELE-PLS13 ,0,5
2022,2,1989,ECA-PLS13 ,1,5
2021,2,1990,IND-PLS13 ,1,5
2022,2,1990,IND-PLS13 ,0,3
2019,2,1991,CIV-PLS13 ,0,6
2018,2,1993,MCT-PLS13 ,0,5
2021,2,1995,CIV-PLS13 ,1,8
2022,1,1995,CIV-PLS13 ,1,8
2022,2,1995,CIV-PLS13 ,1,6
2021,1,1997,MCT-PLS13 ,0,3
2017,2,2000,ELE-PLS13 ,0,5
2018,1,2000,ELE-PLS13 ,0,5
2020,1,2001,CIV-PLS13 ,0,7
2016,2,2003,ELE-PLS13 ,1,4
2017,2,2003,MEC-PLS13 ,0,4
2016,2,2004,ELE-PLS13 ,0,5
2020,1,2005,MCT-PLS13 ,0,4
2021,1,2005,MCT-PLS13 ,0,5
2016,2,2006,ELE-PLS13 ,0,5
2017,2,2006,ELE-PLS13 ,0,7
2019,2,2006,MEC-PLS13 ,1,6
2021,2,2007,ELE-PLS13 ,1,5
2022,1,2007,ELE-PLS13 ,0,4
2017,2,2008,MCT-PLS13 ,0,5
2018,2,2008,MCT-PLS13 ,0,6
2018,2,2012,ELE-PLS13 ,0,4
2019,1,2012,ELE-PLS13 ,0,6
2022,2,2014,CIV-PLS13 ,1,5
2019,2,2015,CIV-PLS13 ,0,6
2017,2,2016,IND-PLS13 ,0,4
2019,1,2018,CIV-PLS13 ,0,7
2019,2,2018,CIV-PLS13 ,0,7
2021,2,2020,CGF-PLS13 ,1,5
2022,1,2020,CIV-PLS13 ,1,8
2022,2,2020,CGF-PLS13 ,0,7
2018,2,2021,MEC-PLS13 ,0,6
2019,2,2021,MEC-PLS13 ,0,6
2020,1,2021,MEC-PLS13 ,0,3
2019,2,2026,MCT-PLS13 ,0,5
2021,2,2029,CIV-PLS13 ,1,5
2022,1,2029,CIV-PLS13 ,1,5
2022,2,2029,CIV-PLS13 ,0,5
2021,1,2030,MCT-PLS13 ,0,5
2016,2,2033,CIV-PLS13 ,0,5
2017,2,2033,CIV-PLS13 ,0,3
2017,2,2034,IND-PLS13 ,0,5
2018,2,2035,CIV-PLS13 ,0,7
2022,2,2038,CIV-PLS13 ,0,5
2019,2,2040,CIV-PLS13 ,0,4
2018,2,2041,CIV-PLS13 ,0,6
2019,1,2041,CIV-PLS13 ,0,6
2019,2,2042,CIV-PLS13 ,0,6
2017,2,2043,CIV-PLS13 ,0,6
2020,1,2044,CIV-PLS13 ,1,5
2021,1,2044,CIV-PLS13 ,1,6
2022,2,2044,CIV-PLS13 ,1,5
2021,1,2046,IND-PLS13 ,1,5
2021,2,2046,IND-PLS13 ,0,5
2022,2,2047,ELE-PLS13 ,1,2
2018,2,2049,CIV-PLS13 ,0,5
2020,1,2049,CIV-PLS13 ,0,4
2017,2,2052,ELE-PLS13 ,1,4
2018,2,2052,ELE-PLS13 ,1,2
2021,2,2053,CIV-PLS13 ,0,5
2022,1,2053,CIV-PLS13 ,0,7
2022,2,2053,CIV-PLS13 ,0,7
2019,2,2055,CIV-PLS13 ,0,4
2017,2,2059,ELE-PLS13 ,0,5
2018,2,2059,ELE-PLS13 ,0,6
2022,1,2061,CIV-PLS13 ,1,4
2022,2,2061,CIV-PLS13 ,0,4
2021,2,2062,CIV-PLS13 ,0,8
2022,2,2062,CIV-PLS13 ,1,7
2016,2,2064,MCT-PLS13 ,0,5
2020,1,2065,CIV-PLS13 ,0,6
2021,1,2065,CIV-PLS13 ,0,6
2021,2,2065,CIV-PLS13 ,0,7
2022,1,2065,CIV-PLS13 ,0,7
2022,2,2065,CIV-PLS13 ,0,6
2021,2,2067,CIV-PLS13 ,1,7
2022,1,2067,CIV-PLS13 ,1,5
2022,2,2067,CIV-PLS13 ,1,3
2018,2,2069,ELE-PLS13 ,0,4
2019,2,2071,ELE-PLS13 ,0,5
2016,2,2072,CIV-PLS13 ,0,6
2021,1,2075,CIV-PLS13 ,0,5
2019,2,2082,ELE-PLS13 ,1,4
2020,1,2082,ELE-PLS13 ,0,4
2021,1,2082,ELE-PLS13 ,0,6
2017,2,2083,CIV-PLS13 ,0,6
2018,1,2083,MCT-PLS13 ,0,5
2016,2,2085,MCT-PLS13 ,0,5
2020,1,2086,ELE-PLS13 ,0,5
2021,1,2086,ELE-PLS13 ,0,7
2021,1,2087,CIV-PLS13 ,0,8
2021,2,2087,CIV-PLS13 ,0,7
2022,2,2088,CIV-PLS13 ,1,5
2021,1,2089,CIV-PLS13 ,0,6
2021,2,2089,CIV-PLS13 ,0,8
2016,2,2090,CGF-PLS13 ,0,5
2017,2,2090,CGF-PLS13 ,0,6
2016,2,2091,CIV-PLS13 ,1,6
2017,2,2091,CIV-PLS13 ,0,4
2019,2,2096,CIV-PLS13 ,0,6
2019,2,2097,CIV-PLS13 ,0,6
2017,2,2098,ELE-PLS13 ,0,5
2020,1,2099,ELE-PLS13 ,0,5
2021,1,2099,ELE-PLS13 ,0,6
2021,2,2100,CIV-PLS13 ,1,8
2021,1,2101,IND-PLS13 ,0,5
2020,1,2103,CIV-PLS13 ,1,7
2021,1,2103,CIV-PLS13 ,1,7
2022,1,2103,CIV-PLS13 ,0,5
2021,1,2105,CIV-PLS13 ,0,5
2021,2,2106,ELE-PLS13 ,1,6
2022,1,2106,ELE-PLS13 ,1,5
2022,2,2106,ELE-PLS13 ,1,3
2019,2,2107,CIV-PLS13 ,0,6
2020,1,2109,CIV-PLS13 ,1,6
2021,1,2109,CIV-PLS13 ,1,6
2021,2,2109,CIV-PLS13 ,1,6
2022,1,2109,CIV-PLS13 ,1,5
2022,2,2109,CIV-PLS13 ,0,6
2022,1,2113,ELE-PLS13 ,1,7
2022,2,2113,ELE-PLS13 ,1,5
2017,2,2115,IND-PLS13 ,0,4
2018,1,2115,IND-PLS13 ,0,4
2021,2,2116,IND-PLS13 ,0,6
2022,1,2116,IND-PLS13 ,0,4
2021,2,2118,CIV-PLS13 ,0,6
2022,1,2118,CIV-PLS13 ,0,6
2022,2,2118,CIV-PLS13 ,1,5
2020,1,2120,ELE-PLS13 ,0,3
2021,1,2120,ELE-PLS13 ,0,5
2021,2,2120,ELE-PLS13 ,1,4
2022,1,2120,ELE-PLS13 ,0,5
2022,2,2120,ELE-PLS13 ,0,5
2022,2,2121,CIV-PLS13 ,1,3
2017,2,2122,CIV-PLS13 ,0,6
2017,2,2123,CIV-PLS13 ,0,4
2018,1,2123,CIV-PLS13 ,0,4
2022,1,2126,ELE-PLS13 ,0,6
2022,2,2126,ELE-PLS13 ,0,4
2019,2,2127,CIV-PLS13 ,0,5
2020,1,2127,CIV-PLS13 ,0,4
2021,1,2128,CIV-PLS13 ,0,6
2017,2,2130,MCT-PLS13 ,0,5
2020,1,2133,ELE-PLS13 ,0,5
2017,2,2134,IND-PLS13 ,0,5
2018,2,2135,CIV-PLS13 ,0,6
2021,2,2136,CIV-PLS13 ,1,8
2018,2,2139,ELE-PLS13 ,0,5
2021,1,2141,CIV-PLS13 ,0,7
2022,1,2144,MCT-PLS13 ,0,5
2016,2,2145,CIV-PLS13 ,0,6
2017,2,2145,CIV-PLS13 ,0,3
2020,1,2146,IND-PLS13 ,0,5
2017,2,2150,CIV-PLS13 ,0,6
2021,2,2151,CIV-PLS13 ,1,6
2022,2,2151,CIV-PLS13 ,1,3
2016,2,2152,CIV-PLS13 ,0,5
2017,2,2152,CIV-PLS13 ,0,5
2017,2,2154,ELE-PLS13 ,0,6
2021,2,2157,CIV-PLS13 ,0,8
2022,1,2157,CIV-PLS13 ,0,8
2022,2,2157,CIV-PLS13 ,0,6
2020,1,2159,CIV-PLS13 ,0,4
2016,2,2163,ELE-PLS13 ,1,5
2017,2,2163,ELE-PLS13 ,0,5
2018,1,2163,ELE-PLS13 ,1,7
2018,2,2163,ELE-PLS13 ,1,5
2021,1,2163,ELE-PLS13 ,0,4
2021,2,2163,ELE-PLS13 ,0,7
2021,2,2168,IND-PLS13 ,0,6
2022,1,2168,IND-PLS13 ,0,4
2016,2,2169,MCT-PLS13 ,0,5
2022,1,2170,CIV-PLS13 ,0,7
2022,2,2170,CIV-PLS13 ,0,4
2018,2,2172,IND-PLS13 ,0,6
2021,2,2175,CIV-PLS13 ,0,5
2022,1,2175,CIV-PLS13 ,0,5
2020,1,2177,IND-PLS13 ,0,5
2016,2,2178,CIV-PLS13 ,0,5
2022,2,2179,IND-PLS13 ,0,3
2016,2,2182,CIV-PLS13 ,0,4
2016,2,2187,ELE-PLS13 ,1,4
2017,2,2187,ELE-PLS13 ,0,4
2019,2,2188,ELE-PLS13 ,0,5
2020,1,2188,ELE-PLS13 ,0,5
2021,2,2188,ELE-PLS13 ,0,6
2018,2,2190,CIV-PLS13 ,0,7
2019,1,2190,CIV-PLS13 ,0,6
2016,2,2191,ELE-PLS13 ,0,5
2017,2,2191,ELE-PLS13 ,0,5
2018,1,2191,ELE-PLS13 ,1,4
2018,2,2191,ELE-PLS13 ,0,6
2019,1,2191,ELE-PLS13 ,1,6
2019,2,2191,ELE-PLS13 ,0,7
2020,1,2191,ELE-PLS13 ,0,5
2020,1,2193,CIV-PLS13 ,0,6
2021,1,2193,CIV-PLS13 ,0,6
2021,1,2194,IND-PLS13 ,1,4
2021,2,2194,IND-PLS13 ,1,4
2016,2,2195,CIV-PLS13 ,0,8
2021,1,2196,CIV-PLS13 ,0,5
2021,1,2197,CIV-PLS13 ,0,6
2022,1,2197,CIV-PLS13 ,0,7
2021,2,2198,CIV-PLS13 ,0,8
2022,1,2198,CIV-PLS13 ,0,6
2022,2,2198,CIV-PLS13 ,1,6
2022,1,2199,CIV-PLS13 ,0,6
2017,2,2202,CIV-PLS13 ,0,5
2018,1,2202,CIV-PLS13 ,0,7
2017,2,2203,ELE-PLS13 ,0,5
2021,1,2205,CIV-PLS13 ,0,5
2022,1,2206,IND-PLS13 ,0,5
2022,2,2206,IND-PLS13 ,0,4
2022,1,2207,MCT-PLS13 ,0,6
2017,2,2209,CIV-PLS13 ,0,6
2018,1,2209,CGF-PLS13 ,1,8
2018,2,2209,CGF-PLS13 ,0,7
2019,1,2209,CGF-PLS13 ,1,7
2019,2,2209,CGF-PLS13 ,0,6
2020,1,2209,CGF-PLS13 ,0,7
2022,1,2209,CGF-PLS13 ,1,5
2021,1,2210,ECA-PLS13 ,0,7
2022,1,2210,ECA-PLS13 ,0,5
2022,2,2210,ECA-PLS13 ,0,5
2022,2,2211,CIV-PLS13 ,1,3
2022,2,2213,CIV-PLS13 ,0,6
2022,1,2214,ELE-PLS13 ,0,5
2022,2,2214,ELE-PLS13 ,1,4
2017,2,2216,CIV-PLS13 ,0,6
2021,1,2217,CIV-PLS13 ,0,6
2022,2,2221,CGF-PLS13 ,1,7
2019,2,2224,MCT-PLS13 ,0,5
2020,1,2228,ELE-PLS13 ,0,5
2018,2,2230,CIV-PLS13 ,0,6
2021,1,2232,MCT-PLS13 ,0,4
2019,2,2234,ELE-PLS13 ,0,5
2020,1,2234,ELE-PLS13 ,0,6
2016,2,2235,CIV-PLS13 ,0,6
2017,2,2235,CIV-PLS13 ,0,4
2022,2,2239,CIV-PLS13 ,1,5
2021,2,2241,IND-PLS13 ,1,5
2022,1,2241,IND-PLS13 ,0,5
2022,2,2241,IND-PLS13 ,0,4
2018,2,2244,CIV-PLS13 ,0,5
2019,1,2244,CIV-PLS13 ,1,4
2019,2,2244,CIV-PLS13 ,1,5
2020,1,2244,CIV-PLS13 ,0,4
2021,1,2244,CIV-PLS13 ,0,5
2022,1,2244,CIV-PLS13 ,0,6
2021,2,2245,ELE-PLS13 ,0,5
2022,1,2245,ELE-PLS13 ,0,6
2022,2,2245,ELE-PLS13 ,0,5
2018,2,2246,CIV-PLS13 ,0,7
2016,2,2247,CIV-PLS13 ,0,6
2021,2,2249,CIV-PLS13 ,1,6
2022,1,2249,CIV-PLS13 ,0,6
2022,2,2249,CIV-PLS13 ,0,4
2019,2,2253,MEC-PLS13 ,0,5
2022,1,2254,CIV-PLS13 ,0,5
2022,2,2254,CIV-PLS13 ,1,4
2016,2,2256,CGF-PLS13 ,0,5
2021,2,2257,MEC-PLS13 ,0,6
2022,2,2257,MEC-PLS13 ,1,2
2018,2,2259,CIV-PLS13 ,0,4
2019,1,2259,CIV-PLS13 ,0,5
2016,2,2261,IND-PLS13 ,0,5
2022,2,2265,CIV-PLS13 ,1,4
2020,1,2268,CIV-PLS13 ,0,5
2021,1,2268,CIV-PLS13 ,0,6
2021,2,2268,CIV-PLS13 ,1,6
2022,1,2268,CIV-PLS13 ,0,6
2020,1,2274,CIV-PLS13 ,0,4
2017,2,2283,CIV-PLS13 ,0,5
2018,1,2283,CIV-PLS13 ,0,2
2018,2,2285,CIV-PLS13 ,0,6
2022,2,2287,CIV-PLS13 ,1,4
2017,2,2289,CIV-PLS13 ,0,6
2018,2,2290,CIV-PLS13 ,0,4
2018,2,2291,CIV-PLS13 ,0,7
2019,1,2291,CIV-PLS13 ,0,4
2016,2,2292,ELE-PLS13 ,0,5
2021,1,2295,CIV-PLS13 ,0,5
2021,2,2296,CGF-PLS13 ,1,8
2022,2,2296,CGF-PLS13 ,1,7
2017,2,2297,CIV-PLS13 ,0,6
2021,1,2298,MCT-PLS13 ,0,6
2021,2,2298,MCT-PLS13 ,0,6
2022,1,2298,MCT-PLS13 ,0,8
2017,2,2299,IND-PLS13 ,0,5
2021,2,2301,CIV-PLS13 ,0,4
2022,1,2301,CIV-PLS13 ,0,6
2022,2,2301,CIV-PLS13 ,0,5
2016,2,2302,CIV-PLS13 ,0,6
2019,2,2303,CIV-PLS13 ,0,5
2020,1,2303,CIV-PLS13 ,1,4
2021,1,2303,CIV-PLS13 ,1,4
2022,1,2303,CIV-PLS13 ,0,5
2022,2,2303,CIV-PLS13 ,0,4
2018,2,2304,ELE-PLS13 ,1,4
2021,2,2304,ELE-PLS13 ,1,5
2022,1,2304,ELE-PLS13 ,1,3
2021,1,2305,ELE-PLS13 ,0,5
2021,2,2305,ELE-PLS13 ,0,6
2022,1,2305,ELE-PLS13 ,0,6
2022,2,2305,ELE-PLS13 ,0,6
2022,1,2307,MCT-PLS13 ,0,6
2021,2,2309,ELE-PLS13 ,0,5
2022,1,2309,ELE-PLS13 ,0,5
2022,2,2312,MEC-PLS13 ,1,5
2018,2,2319,MCT-PLS13 ,0,5
2022,1,2320,CIV-PLS13 ,0,6
2022,2,2320,CIV-PLS13 ,0,4
2021,2,2321,CIV-PLS13 ,0,5
2016,2,2324,CIV-PLS13 ,1,7
2017,2,2324,CIV-PLS13 ,0,4
2017,2,2326,ECA-PLS13 ,0,5
2017,2,2327,CIV-PLS13 ,0,6
2021,2,2328,CIV-PLS13 ,0,6
2022,1,2328,CIV-PLS13 ,0,6
2022,2,2328,CIV-PLS13 ,0,5
2017,2,2329,CIV-PLS13 ,0,5
2019,2,2331,MCT-PLS13 ,0,5
2021,2,2335,CIV-PLS13 ,1,8
2022,2,2335,CIV-PLS13 ,1,8
2022,2,2336,CIV-PLS13 ,1,5
2021,1,2337,MCT-PLS13 ,0,4
2021,2,2337,MCT-PLS13 ,1,5
2022,1,2337,MCT-PLS13 ,0,5
2022,2,2337,MCT-PLS13 ,0,5
2019,2,2338,MCT-PLS13 ,1,7
2020,1,2338,MCT-PLS13 ,0,5
2017,2,2340,MCT-PLS13 ,0,5
2018,2,2341,CIV-PLS13 ,0,6
2017,2,2342,CIV-PLS13 ,0,6
2018,1,2342,CIV-PLS13 ,0,6
2018,2,2345,ELE-PLS13 ,0,6
