ix,Id,danho,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,id_anony
172539,1073,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,N,0,4,3,0,0,0,,es_8612
172540,1074,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,7,23,0,22,24,,es_6295
172541,1075,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,9,27,0,0,0,1F-4,es_8613
172542,1076,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,15,14,0,36,0,2F-3,es_6297
172543,1077,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,10,25,0,0,0,1F-2,es_8614
172544,1078,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,3,12,0,0,0,,es_8615
172545,1079,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,6,19,0,0,32,3F-2,es_8616
172546,1080,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,15,14,0,50,0,2F-5,es_8617
172547,1081,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,,es_5522
172548,1082,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,15,0,0,8,18,,es_5523
172549,1083,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,15,11,0,0,0,1F-2,es_8618
172550,1084,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,1,0,0,0,0,,es_8619
172551,1085,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,17,34,0,0,0,1F-5,es_8620
172552,1086,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,10,28,0,0,0,"1F-1,2F-3",es_8621
172553,1087,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2018,11,25,0,0,0,"1F-1,2F-2",es_8622
172554,1088,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,9,30,0,0,0,1F-5,es_8623
172555,1089,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,11,28,0,0,0,"1F-1,2F-2",es_8624
172556,1090,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,34,0,0,0,2F-5,es_8625
172557,1091,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2018,2,27,0,0,0,"1F-1,2F-2",es_8626
172558,1092,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,6,10,0,26,0,2F-2,es_8627
172559,1093,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,2018,2,25,0,0,38,3F-1,es_6308
172560,1094,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,2018,6,10,0,8,28,3F-1,es_8628
172561,1095,2018,2,13002,CALCULO 1,ECA-PLS13 ,1,1,2018,2,S,2018,3,29,0,0,0,1F-2,es_8629
172562,1096,2018,2,13002,CALCULO 1,ECA-PLS13 ,1,1,2018,2,S,2017,0,0,0,18,0,2F-2,es_8780
172563,1097,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,2018,8,11,0,30,28,,es_8630
172564,1098,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,16,15,0,0,0,"1F-1,2F-1",es_8631
172565,1099,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_6311
172566,1100,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,20,22,0,0,0,1F-4,es_6312
172567,1101,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,10,9,0,14,42,3F-3,es_6313
172568,1102,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,17,32,0,0,0,1F-5,es_8632
172569,1103,2018,2,13002,CALCULO 1,ECA-PLS13 ,1,1,2018,2,S,2018,14,31,0,0,0,1F-4,es_8633
172570,1104,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,11,30,0,0,0,1F-2,es_8634
172571,1105,2018,2,13002,CALCULO 1,CGF-PLS13 ,1,1,2018,2,N,2018,7,15,0,20,30,3F-1,es_8635
172572,1106,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,S,2018,3,23,0,32,0,2F-2,es_8636
172573,1107,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,28,0,0,0,1F-4,es_8781
172574,1108,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,11,18,0,0,0,2F-1,es_8637
172575,1109,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_8638
172576,1110,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,13,10,0,46,0,2F-3,es_8639
172577,1111,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,0,3,12,0,18,16,,es_8640
172578,1112,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2017,11,10,0,0,0,1F-2,es_6318
172579,1113,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,19,35,0,0,0,1F-5,es_8641
172580,1114,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,9,20,0,0,0,"1F-1,2F-2",es_8642
172581,1115,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,10,27,0,0,0,"1F-1,2F-1,3F-1",es_6320
172582,1116,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2017,0,0,0,0,0,1F-3,es_6321
172583,1117,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,N,0,2,0,0,0,0,,es_4902
172584,1118,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,23,22,0,0,0,1F-4,es_8643
172585,1119,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2018,9,24,0,0,0,"1F-1,2F-2",es_8644
172586,1120,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,14,33,0,42,0,2F-4,es_8782
172587,1121,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,5,34,0,0,0,1F-4,es_8645
172588,1122,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,0,9,11,0,0,24,,es_8646
172589,1123,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,2018,8,24,0,28,0,3F-1,es_6326
172590,1124,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,9,34,0,0,0,1F-5,es_8647
172591,1125,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,11,29,0,0,0,1F-2,es_8648
172592,1126,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,15,30,0,0,0,1F-4,es_8649
172593,1127,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,5,0,0,0,0,,es_8650
172594,1128,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,12,33,0,0,0,1F-5,es_8651
172595,1129,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,3,2,0,0,0,,es_8652
172596,1130,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,7,10,0,6,16,,es_8653
172597,1131,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,21,34,0,0,0,1F-5,es_8654
172598,1132,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,20,24,0,0,0,1F-3,es_6333
172599,1133,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,15,24,0,0,0,"1F-1,2F-2",es_8655
172600,1134,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,13,31,0,0,0,1F-3,es_8656
172601,1135,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,5,29,0,50,0,2F-5,es_6340
172602,1136,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,8,4,0,0,0,,es_6342
172603,1137,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,11,24,0,0,0,"1F-1,2F-2",es_6348
172604,1138,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,13,36,0,0,0,1F-4,es_6349
172605,1139,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,2018,4,29,0,0,0,"2F-1,3F-1",es_6350
172606,1140,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2018,12,27,0,0,0,1F-2,es_8657
172607,1141,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2018,10,23,0,0,0,1F-3,es_8658
172608,1142,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,3,22,0,14,0,,es_8659
172609,1143,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,12,22,0,0,0,"1F-1,2F-3",es_8660
172610,1144,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,N,0,10,9,0,0,6,,es_8661
172611,1145,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,13,24,0,0,0,1F-4,es_6358
172612,1146,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,7,24,0,34,0,"2F-1,3F-2",es_8783
172613,1147,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,19,26,0,0,0,1F-5,es_8662
172614,1148,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,N,0,11,6,0,22,16,,es_8663
172615,1149,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,14,25,0,0,0,1F-4,es_8664
172616,1150,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,7,17,0,12,0,,es_6362
172617,1151,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,10,17,0,48,0,2F-3,es_8665
172618,1152,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,0,3,0,0,0,0,,es_6365
172619,1153,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,16,25,0,0,0,"1F-1,2F-2",es_6366
172620,1154,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,14,31,0,0,0,1F-5,es_8666
172621,1155,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,2,19,0,20,22,,es_5676
172622,1156,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,17,9,0,0,0,1F-4,es_8667
172623,1157,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2017,5,0,0,12,0,2F-2,es_6369
172624,1158,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,4,21,0,20,34,,es_8668
172625,1159,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,7,24,0,0,0,"1F-1,2F-2",es_8669
172626,1160,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,9,28,0,0,28,"1F-1,3F-1",es_8784
172627,1161,2018,2,13002,CALCULO 1,ECA-PLS13 ,1,1,2018,2,S,2017,14,25,0,0,0,1F-5,es_8785
172628,1162,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,1,8,0,0,0,,es_8670
172629,1163,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,36,0,0,0,1F-5,es_8671
172630,1164,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,11,15,0,10,20,,es_6376
172631,1165,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,N,2018,13,6,0,42,0,2F-1,es_8672
172632,1166,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,3,12,0,0,0,,es_8673
172633,1167,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,9,22,0,40,0,2F-2,es_8674
172634,1168,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,9,31,0,0,0,1F-3,es_8675
172635,1169,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,3,26,0,0,0,"1F-1,2F-1",es_8676
172636,1170,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,9,21,0,0,0,"1F-1,2F-3",es_8677
172637,1171,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,18,33,0,0,0,1F-5,es_8678
172638,1172,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,0,0,15,0,0,0,,es_5566
172639,1173,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,12,20,0,12,0,2F-1,es_8679
172640,1174,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,11,16,0,50,0,2F-4,es_8680
172641,1175,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,23,31,0,0,0,1F-5,es_8681
172642,1176,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2017,16,6,0,20,0,2F-3,es_6384
172643,1177,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,3,23,0,38,0,"2F-1,3F-2",es_8682
172644,1178,2018,2,13002,CALCULO 1,CGF-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5677
172645,1179,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,5,14,0,12,14,,es_6386
172646,1180,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,11,25,0,32,0,2F-4,es_8683
172647,1181,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,0,10,14,0,4,0,,es_8684
172648,1182,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,2018,9,6,0,28,0,2F-1,es_8685
172649,1183,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,2,3,0,0,0,,es_8686
172650,1184,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,N,0,8,15,0,0,18,,es_8687
172651,1185,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2017,16,29,0,0,0,1F-4,es_6388
172652,1186,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,20,0,0,0,1F-5,es_8688
172653,1187,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,13,26,0,0,0,1F-5,es_8689
172654,1188,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,1,15,0,12,12,,es_8690
172655,1189,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,2,0,0,0,0,,es_8691
172656,1190,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,11,26,0,0,0,"1F-1,2F-2",es_8692
172657,1191,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,14,26,0,0,0,2F-3,es_8693
172658,1192,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2018,15,21,0,0,0,1F-3,es_8694
172659,1193,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,15,29,0,0,0,1F-3,es_8695
172660,1194,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,7,11,0,0,12,,es_8696
172661,1195,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,8,25,0,0,0,"1F-1,2F-1,3F-1",es_8697
172662,1196,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,7,36,0,0,0,1F-4,es_8698
172663,1197,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,21,32,0,0,0,1F-5,es_8699
172664,1198,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,13,34,0,0,0,1F-5,es_8700
172665,1199,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,N,2018,9,8,0,32,0,"2F-1,3F-1",es_8701
172666,1200,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_6405
172667,1201,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,12,9,0,22,32,3F-2,es_6406
172668,1202,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,9,35,0,0,0,1F-4,es_8702
172669,1203,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,3,8,0,0,0,,es_8703
172670,1204,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,11,21,0,0,0,"1F-1,2F-1,3F-1",es_8705
172671,1205,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,7,26,0,0,0,"1F-1,2F-2",es_6409
172672,1206,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,7,20,0,32,0,2F-2,es_6410
172673,1207,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,12,25,0,0,0,3F-1,es_8707
172674,1208,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,13,28,0,0,0,1F-4,es_8708
172675,1209,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,6,27,0,0,14,,es_8709
172676,1210,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,14,29,0,0,0,1F-4,es_6416
172677,1211,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2017,12,24,0,0,0,1F-4,es_8710
172678,1212,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,2018,5,23,0,0,34,3F-1,es_8711
172679,1213,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,8,0,0,0,0,,es_6421
172680,1214,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,2018,7,18,0,26,36,3F-1,es_6425
172681,1215,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,13,17,0,0,0,1F-2,es_8712
172682,1216,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,12,20,0,0,0,"1F-1,2F-1",es_8713
172683,1217,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,8,19,0,22,22,,es_8714
172684,1218,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,6,5,0,0,0,,es_8715
172685,1219,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,S,2018,17,26,0,0,0,"1F-1,2F-3",es_8716
172686,1220,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,10,36,0,0,0,1F-4,es_8786
172687,1221,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,1,7,0,0,0,,es_5590
172688,1222,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,2018,6,28,0,0,0,"1F-1,2F-1",es_8717
172689,1223,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2017,11,29,0,0,0,1F-3,es_8787
172690,1224,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,14,26,0,0,0,1F-3,es_8718
172691,1225,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,9,21,0,0,0,"1F-1,2F-1",es_8719
172692,1226,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,9,14,0,0,0,,es_8720
172693,1227,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,5,4,0,0,0,,es_6443
172694,1228,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,20,36,0,0,0,1F-5,es_8722
172695,1229,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,10,18,0,0,0,"1F-1,2F-2",es_8723
172696,1230,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,4,18,0,0,0,,es_8724
172697,1231,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,18,36,0,0,0,1F-5,es_8725
172698,1232,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,4,36,0,0,0,"1F-1,2F-3",es_8726
172699,1233,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,N,0,9,11,0,22,22,,es_8727
172700,1234,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,26,0,0,0,1F-5,es_8728
172701,1235,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,11,25,0,0,0,1F-2,es_8729
172702,1236,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,10,18,0,0,32,3F-1,es_8730
172703,1237,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,N,0,1,14,0,0,0,,es_8731
172704,1238,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,11,6,0,0,0,,es_6455
172705,1239,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,14,32,0,0,0,1F-4,es_8732
172706,1240,2018,2,13002,CALCULO 1,ECA-PLS13 ,1,1,2018,2,N,0,5,15,0,0,0,,es_6457
172707,1241,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,13,25,0,0,0,1F-3,es_8733
172708,1242,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,13,10,0,48,0,2F-4,es_6461
172709,1243,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,1,5,0,0,0,,es_6462
172710,1244,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,0,6,7,0,0,0,,es_8734
172711,1245,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,2018,7,12,0,16,34,3F-1,es_8735
172712,1246,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,12,13,0,0,0,1F-2,es_8736
172713,1247,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,11,9,0,42,0,2F-4,es_8737
172714,1248,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,3,28,0,0,0,"2F-1,3F-1",es_8738
172715,1249,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,3,0,0,0,0,,es_8739
172716,1250,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2017,0,0,0,44,0,2F-2,es_5608
172717,1251,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,11,0,0,0,1F-2,es_6472
172718,1252,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,12,17,0,0,0,1F-1,es_8740
172719,1253,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,30,0,0,0,1F-4,es_8741
172720,1254,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,11,36,0,0,0,1F-3,es_6474
172721,1255,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,13,19,0,0,0,1F-2,es_8742
172722,1256,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,5,33,0,0,0,"1F-1,2F-3",es_8743
172723,1257,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2018,20,14,0,0,0,"1F-1,2F-2",es_8744
172724,1258,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,7,10,0,10,38,3F-1,es_6478
172725,1259,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,6,14,0,0,0,,es_6479
172726,1260,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,11,11,0,24,14,,es_8745
172727,1261,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,4,11,0,0,0,,es_8746
172728,1262,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,S,2018,19,35,0,0,0,1F-5,es_8747
172729,1263,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,18,31,0,0,0,1F-5,es_8748
172730,1264,2018,2,13002,CALCULO 1,IND-PLS13 ,1,1,2018,2,S,2018,10,32,0,0,0,1F-3,es_8749
172731,1265,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2017,10,33,0,0,0,1F-3,es_8788
172732,1266,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,10,15,0,20,18,,es_8750
172733,1267,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,7,15,0,0,0,,es_8751
172734,1268,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2017,11,22,0,0,0,2F-3,es_8752
172735,1269,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,2,26,0,0,0,"1F-1,2F-3",es_8753
172736,1270,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,N,0,6,12,0,14,16,,es_6488
172737,1271,2018,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,2F-1,es_6489
172738,1272,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,S,2018,6,14,0,36,0,2F-2,es_8754
172739,1273,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_6490
172740,1274,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,2018,14,15,0,0,0,"1F-1,2F-1",es_8755
172741,1275,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,N,0,3,15,0,0,4,,es_8756
172742,1276,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,N,0,6,2,0,0,0,,es_6494
172743,1277,2018,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2018,2,N,0,9,0,0,0,0,,es_8757
172744,1278,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,S,2018,14,34,0,0,0,1F-5,es_8758
172745,1279,2018,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2018,2,N,2018,12,21,0,0,0,"1F-1,2F-1",es_6498
172746,1280,2018,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_6499
