ix,Id,danho,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,id_anony
173342,1876,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_8368
173343,1877,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,2018,10,11,0,8,32,3F-1,es_244
173344,1878,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_1487
173345,1879,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_4969
173346,1880,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,10,7,0,0,0,,es_4558
173347,1881,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,11,14,0,0,0,,es_8369
173348,1882,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,2017,20,5,0,0,0,2F-1,es_4993
173349,1883,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,16,0,0,0,0,,es_4044
173350,1884,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5703
173351,1885,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2017,21,15,0,0,0,1F-4,es_6501
173352,1886,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,18,8,0,4,18,,es_5709
173353,1887,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,2017,18,9,0,4,0,3F-1,es_5715
173354,1888,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,17,0,0,0,0,,es_5728
173355,1889,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,20,0,0,0,1F-4,es_5732
173356,1890,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,19,13,0,0,0,1F-2,es_5735
173357,1891,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,0,5,0,0,0,0,,es_8370
173358,1892,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,1,10,0,0,0,,es_8371
173359,1893,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,2,10,0,0,0,,es_8372
173360,1894,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,N,0,1,0,0,0,0,,es_5742
173361,1895,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,9,1,0,0,0,,es_5754
173362,1896,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,0,13,10,0,20,3,,es_5755
173363,1897,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,15,8,0,2,0,,es_5118
173364,1898,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,17,6,0,20,18,,es_5765
173365,1899,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,S,2017,19,13,0,0,0,1F-2,es_5772
173366,1900,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2017,11,9,0,2,0,"2F-1,3F-2",es_5778
173367,1901,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,5,0,0,0,0,,es_5780
173368,1902,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5781
173369,1903,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,N,0,8,0,0,0,0,,es_5139
173370,1904,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,13,7,0,12,12,,es_5795
173371,1905,2018,2,13004,ALGEBRA LINEAL 1,CGF-PLS13 ,1,1,2018,2,N,0,8,14,0,0,0,,es_5797
173372,1906,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,21,9,0,0,0,1F-1,es_5798
173373,1907,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,17,14,0,0,0,"1F-1,2F-1,3F-2",es_8373
173374,1908,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,17,19,0,0,0,1F-4,es_5801
173375,1909,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,17,10,0,0,0,,es_8374
173376,1910,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,22,11,0,0,0,,es_8375
173377,1911,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,6,11,0,22,8,,es_5817
173378,1912,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,14,3,0,0,0,,es_5818
173379,1913,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,15,8,0,6,6,,es_5824
173380,1914,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2017,13,6,0,0,24,3F-3,es_5828
173381,1915,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,N,2017,9,7,0,0,0,"1F-1,2F-1,3F-1",es_5830
173382,1916,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,11,4,0,0,6,,es_8376
173383,1917,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,24,31,0,0,0,1F-5,es_8377
173384,1918,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,14,7,0,44,0,3F-4,es_8378
173385,1919,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2018,18,24,0,0,0,1F-3,es_8764
173386,1920,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,15,19,0,0,0,"1F-1,2F-1",es_5856
173387,1921,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,16,18,0,18,0,"2F-1,3F-3",es_8380
173388,1922,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2017,17,14,0,33,10,3F-2,es_5861
173389,1923,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,14,4,0,0,12,,es_5862
173390,1924,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5865
173391,1925,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_8381
173392,1926,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,20,22,0,0,0,1F-4,es_5872
173393,1927,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,"3F-1,2F-1",es_5873
173394,1928,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,10,0,34,0,"2F-1,3F-2",es_8382
173395,1929,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,16,3,0,0,0,,es_8383
173396,1930,2018,2,13004,ALGEBRA LINEAL 1,CGF-PLS13 ,1,1,2018,2,N,0,12,14,0,0,8,,es_8384
173397,1931,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,15,9,0,28,50,3F-5,es_5884
173398,1932,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,S,2018,20,17,0,0,0,1F-4,es_8385
173399,1933,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,15,10,0,0,0,,es_4414
173400,1934,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,2018,19,10,0,0,0,2F-1,es_5885
173401,1935,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,15,12,0,0,0,,es_5886
173402,1936,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_8386
173403,1937,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,"1F-1,2F-1,3F-1",es_5229
173404,1938,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,N,0,13,9,0,6,10,,es_8388
173405,1939,2018,2,13004,ALGEBRA LINEAL 1,ECA-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_8389
173406,1940,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,17,5,0,10,0,,es_5896
173407,1941,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,12,0,0,0,0,,es_8390
173408,1942,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,22,24,0,0,0,1F-5,es_8391
173409,1943,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,13,19,0,58,0,2F-5,es_8393
173410,1944,2018,2,13004,ALGEBRA LINEAL 1,ECA-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,,es_5902
173411,1945,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2018,21,20,0,0,0,1F-4,es_8394
173412,1946,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,0,11,6,0,0,0,,es_8395
173413,1947,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,3,0,0,0,0,,es_5904
173414,1948,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,13,1,0,0,0,,es_5905
173415,1949,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,19,18,0,0,0,"1F-1,3F-2",es_5241
173416,1950,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,3,8,0,0,0,,es_8396
173417,1951,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,22,16,0,0,0,1F-1,es_8397
173418,1952,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,19,0,0,0,0,,es_5911
173419,1953,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,22,16,0,0,0,1F-5,es_8399
173420,1954,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,19,12,0,0,0,"1F-1,3F-2",es_8400
173421,1955,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,16,3,0,16,6,,es_5918
173422,1956,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,17,18,0,0,0,"1F-1,2F-1",es_8401
173423,1957,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,16,10,0,28,0,2F-2,es_8402
173424,1958,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,2018,15,19,0,0,0,,es_8403
173425,1959,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,20,10,0,0,0,,es_5920
173426,1960,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,21,7,0,0,0,3F-1,es_8404
173427,1961,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,S,2018,12,13,0,46,0,2F-5,es_8405
173428,1962,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,7,3,0,0,0,,es_5263
173429,1963,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,24,0,0,0,1F-5,es_8406
173430,1964,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,19,17,0,0,0,1F-4,es_8407
173431,1965,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,19,16,0,0,0,1F-3,es_8408
173432,1966,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2017,17,9,0,43,0,2F-3,es_8409
173433,1967,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,18,24,0,0,0,1F-4,es_8410
173434,1968,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,20,8,0,16,0,2F-1,es_8411
173435,1969,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,19,17,0,0,0,1F-2,es_8412
173436,1970,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,N,0,1,0,0,0,0,,es_5267
173437,1971,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2018,15,18,0,0,0,1F-4,es_8413
173438,1972,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,3F-1,es_5272
173439,1973,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,15,15,0,0,0,1F-1,es_8414
173440,1974,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,4,0,0,0,0,,es_5273
173441,1975,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,18,22,0,0,0,2F-1,es_8415
173442,1976,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,22,23,0,0,0,1F-4,es_8416
173443,1977,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,11,5,0,0,0,,es_8417
173444,1978,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,2018,20,16,0,0,0,"1F-1,2F-1",es_8418
173445,1979,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,20,17,0,0,0,1F-3,es_8419
173446,1980,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,2018,10,16,0,0,0,2F-1,es_8420
173447,1981,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,6,9,0,2,4,,es_8421
173448,1982,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,2018,20,14,0,0,0,1F-1,es_5940
173449,1983,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5942
173450,1984,2018,2,13004,ALGEBRA LINEAL 1,ECA-PLS13 ,1,1,2018,2,S,2018,22,21,0,55,0,2F-5,es_8422
173451,1985,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,22,12,0,54,0,2F-5,es_8423
173452,1986,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5948
173453,1987,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,20,22,0,0,0,1F-5,es_8425
173454,1988,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,8,12,0,0,20,,es_8426
173455,1989,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2018,21,32,0,0,0,1F-5,es_8427
173456,1990,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,14,15,0,20,26,3F-2,es_8428
173457,1991,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,7,18,0,40,0,"2F-1,3F-3",es_8429
173458,1992,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,8,16,0,20,18,,es_5951
173459,1993,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,2018,16,11,0,0,0,"1F-1,2F-1",es_8430
173460,1994,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_4432
173461,1995,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,5,10,0,0,0,,es_8431
173462,1996,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,15,13,0,6,12,,es_8432
173463,1997,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,21,0,0,0,1F-3,es_8433
173464,1998,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_4772
173465,1999,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,13,5,0,22,30,3F-2,es_8434
173466,2000,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2018,18,20,0,0,0,"1F-1,3F-2",es_8435
173467,2001,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2018,15,28,0,0,0,1F-4,es_8436
173468,2002,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,0,16,9,0,0,0,,es_5967
173469,2003,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,,es_5303
173470,2004,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2017,19,15,0,0,0,"1F-1,2F-1,3F-2",es_5968
173471,2005,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,8,20,0,0,0,"1F-1,2F-1",es_8437
173472,2006,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,2017,13,7,0,0,0,2F-1,es_5969
173473,2007,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,,es_1348
173474,2008,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,2018,9,15,0,32,0,2F-1,es_8440
173475,2009,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5971
173476,2010,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,19,6,0,46,0,2F-3,es_8441
173477,2011,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,12,12,0,38,0,2F-3,es_8442
173478,2012,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,N,0,14,8,0,0,16,,es_8443
173479,2013,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,8,13,0,22,10,,es_8444
173480,2014,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,10,32,0,0,0,1F-3,es_8445
173481,2015,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,15,7,0,12,4,,es_5314
173482,2016,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,2018,12,8,0,32,0,"2F-1,3F-1",es_5981
173483,2017,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,16,11,0,0,0,1F-4,es_8447
173484,2018,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2017,0,0,0,0,0,1F-2,es_5983
173485,2019,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,17,0,0,34,"1F-1,3F-4",es_8450
173486,2020,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,15,0,49,0,2F-5,es_8451
173487,2021,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,17,17,0,0,0,"1F-1,2F-1,3F-3",es_8452
173488,2022,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,5,7,0,0,0,,es_8453
173489,2023,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,9,0,0,0,0,,es_8454
173490,2024,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5320
173491,2025,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,7,5,0,0,0,,es_8455
173492,2026,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,22,36,0,0,0,2F-5,es_8456
173493,2027,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,9,15,0,16,0,,es_5325
173494,2028,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,15,10,0,0,4,,es_5326
173495,2029,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,5,0,0,0,0,,es_5998
173496,2030,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,N,0,13,9,0,22,23,,es_8457
173497,2031,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,11,17,0,10,0,2F-1,es_8458
173498,2032,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,15,21,0,30,0,2F-2,es_8459
173499,2033,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,15,17,0,0,0,1F-2,es_8460
173500,2034,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,15,15,0,0,0,1F-2,es_8461
173501,2035,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_6004
173502,2036,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,18,21,0,0,0,1F-4,es_8462
173503,2037,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,2018,14,15,0,0,0,"1F-1,2F-1",es_8463
173504,2038,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,5,5,0,0,0,,es_8464
173505,2039,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,3,0,0,0,0,,es_8465
173506,2040,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2018,16,15,0,0,0,1F-3,es_8466
173507,2041,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,0,9,10,0,0,0,,es_8469
173508,2042,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,S,2017,0,0,0,0,0,"2F-1,3F-4",es_6007
173509,2043,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_5334
173510,2044,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,0,2,0,0,0,0,,es_8470
173511,2045,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,6,10,0,0,18,,es_8473
173512,2046,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,14,0,0,0,0,,es_8474
173513,2047,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,8,2,0,0,0,,es_8475
173514,2048,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,N,0,0,0,0,0,0,,es_6020
173515,2049,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,18,17,0,0,0,1F-2,es_8476
173516,2050,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,2018,8,21,0,0,0,"1F-1,2F-1",es_8477
173517,2051,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,10,22,0,0,0,1F-3,es_8478
173518,2052,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,15,12,0,34,0,"2F-1,3F-2",es_8479
173519,2053,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,2017,0,0,0,0,0,3F-1,es_8480
173520,2054,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,8,7,0,18,18,,es_8481
173521,2055,2018,2,13004,ALGEBRA LINEAL 1,IND-PLS13 ,1,1,2018,2,N,2018,9,12,0,30,0,2F-1,es_8482
173522,2056,2018,2,13004,ALGEBRA LINEAL 1,ECA-PLS13 ,1,1,2018,2,N,2018,17,10,0,20,28,3F-1,es_8483
173523,2057,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,N,0,7,5,0,0,0,,es_8484
173524,2058,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,13,6,0,6,10,,es_6031
173525,2059,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2018,24,21,0,0,0,1F-4,es_8485
173526,2060,2018,2,13004,ALGEBRA LINEAL 1,ELE-PLS13 ,1,1,2018,2,N,2018,15,20,0,0,0,"1F-1,2F-1",es_8486
173527,2061,2018,2,13004,ALGEBRA LINEAL 1,MCT-PLS13 ,1,1,2018,2,S,2018,20,23,0,0,0,1F-4,es_8488
173528,2062,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,19,0,0,14,8,,es_6034
173529,2063,2018,2,13004,ALGEBRA LINEAL 1,MEC-PLS13 ,1,1,2018,2,S,2018,22,20,0,0,0,1F-5,es_8489
173530,2064,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,S,2018,22,18,0,0,0,"1F-1,2F-1,3F-3",es_8490
173531,2065,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,2018,19,10,0,0,0,"1F-1,2F-1",es_8491
173532,2066,2018,2,13004,ALGEBRA LINEAL 1,CIV-PLS13 ,1,1,2018,2,N,0,15,6,0,0,14,,es_8492
